"sex","age","age_cat","race","juv_fel_count","juv_misd_count","juv_other_count","priors_count","days_b_screening_arrest","c_days_from_compas","c_jail_in","c_jail_out","c_charge_degree","c_charge_desc","is_recid","decile_score","score_text","c_charge_violent","c_time_in_jail"
"Male",54,"Greater than 45","African-American",0,0,0,4,-1,1,2013-03-16 11:33:04,2013-06-03 08:21:57,"M","Battery",1,5,"Medium","V",79
"Female",47,"Greater than 45","Caucasian",0,0,0,1,-20,490,2013-10-10 05:12:58,2013-10-24 11:30:00,"F","arrest case no charge",1,1,"Low","O",14
"Female",58,"Greater than 45","Caucasian",0,0,0,0,-1,2,2013-05-20 12:10:00,2013-05-20 12:19:32,"M","DUI Property Damage/Injury",0,1,"Low","N",0
"Male",28,"25 - 45","Caucasian",0,0,0,1,-1,1,2013-05-19 05:41:59,2013-05-23 12:31:34,"F","Aggravated Assault W/dead Weap",0,4,"Low","V",4
"Male",31,"25 - 45","Caucasian",0,0,0,3,0,1,2013-03-30 01:04:10,2013-03-30 08:35:32,"M","Battery",1,3,"Low","V",0
"Male",24,"Less than 25","Other",0,0,0,1,-1,1,2013-05-18 05:53:46,2013-05-23 03:55:02,"F","Aggravated Assault W/dead Weap",1,4,"Low","V",5
"Male",20,"Less than 25","Caucasian",0,0,1,0,-1,1,2014-12-04 04:04:26,2014-12-05 08:59:33,"M","Battery",0,4,"Low","V",1
"Male",27,"25 - 45","African-American",0,0,0,1,-2,2,2013-10-02 03:21:20,2013-10-04 12:05:39,"F","Throw Deadly Missile Into Veh",0,1,"Low","V",2
"Female",42,"25 - 45","Caucasian",0,0,0,5,-1,1,2013-04-06 05:11:31,2013-04-12 09:28:13,"M","arrest case no charge",1,4,"Low","O",6
"Male",30,"25 - 45","Hispanic",0,0,0,0,-1,1,2013-11-23 01:37:54,2013-11-26 06:16:00,"M","DUI - Enhanced",0,2,"Low","N",3
"Female",31,"25 - 45","African-American",0,0,0,2,-1,1,2014-02-27 05:08:53,2014-03-01 05:09:38,"M","Exposes Culpable Negligence",0,3,"Low","N",2
"Male",56,"Greater than 45","African-American",0,0,0,5,-1,1,2013-05-08 07:41:30,2014-12-27 05:41:15,"F","Lewd or Lascivious Molestation",1,2,"Low","V",598
"Female",27,"25 - 45","African-American",0,0,0,1,-1,1,2014-08-13 01:36:24,2014-08-14 01:56:13,"M","Battery",0,2,"Low","V",1
"Male",23,"Less than 25","Caucasian",0,0,0,0,-1,1,2013-08-01 09:52:35,2013-08-03 04:08:15,"M","Resist/Obstruct W/O Violence",0,5,"Medium","N",2
"Female",39,"25 - 45","African-American",0,0,0,0,0,1,2013-02-22 12:24:36,2013-04-21 04:55:49,"F","Grand Theft (Motor Vehicle)",1,5,"Medium","N",58
"Male",28,"25 - 45","African-American",0,0,0,6,-1,1,2014-02-24 10:38:25,2014-02-25 09:41:08,"F","Drivg While Lic Suspd/Revk/Can",0,1,"Low","N",1
"Male",41,"25 - 45","African-American",0,0,0,1,-1,1,2014-02-22 11:14:46,2014-02-25 07:09:00,"F","Grand Theft in the 3rd Degree",0,4,"Low","N",3
"Male",53,"Greater than 45","African-American",0,0,0,2,-1,1,2014-07-05 04:50:19,2014-07-10 09:01:56,"M","Driving Under The Influence",0,1,"Low","N",5
"Male",20,"Less than 25","African-American",0,0,0,0,-1,1,2014-09-30 10:39:18,2014-10-01 03:19:10,"F","Burglary Conveyance Unoccup",0,3,"Low","N",1
"Male",20,"Less than 25","Caucasian",0,0,0,6,-1,1,2014-05-06 05:07:59,2014-06-06 11:07:03,"F","Burglary Conveyance Unoccup",0,4,"Low","N",31
"Male",40,"25 - 45","Other",0,0,0,4,-1,1,2013-02-25 07:48:20,2013-03-13 06:01:51,"F","Agg Battery Grt/Bod/Harm",1,1,"Low","V",16
"Male",45,"Greater than 45","African-American",0,0,0,2,-1,345,2013-02-01 10:14:11,2013-03-02 04:50:50,"M","Carry Open/Uncov Bev In Pub",0,6,"Medium","N",29
"Male",44,"25 - 45","African-American",2,0,0,19,-17,17,2014-08-03 01:39:31,2014-08-20 11:15:38,"M","Battery",1,9,"High","V",17
"Male",38,"25 - 45","Hispanic",0,0,0,0,0,1,2014-07-13 02:24:58,2014-07-14 01:20:29,"M","Battery",0,1,"Low","V",1
"Male",20,"Less than 25","Caucasian",0,0,0,0,-2,2,2013-08-04 05:15:36,2013-08-05 02:15:48,"M","Battery",1,10,"High","V",1
"Female",23,"Less than 25","Caucasian",0,0,0,7,-1,1,2014-05-31 01:51:44,2014-07-28 10:44:55,"F","Grand Theft in the 3rd Degree",0,9,"High","N",58
"Male",34,"25 - 45","Hispanic",0,0,0,1,-1,1,2013-08-26 09:18:27,2013-08-27 06:21:27,"F","Grand Theft in the 3rd Degree",1,1,"Low","N",1
"Male",21,"Less than 25","African-American",0,1,0,1,-1,1,2014-03-26 11:27:46,2014-03-29 09:09:21,"F","Burglary Conveyance Unoccup",0,7,"Medium","N",3
"Female",21,"Less than 25","African-American",0,0,0,1,-1,1,2014-12-26 03:25:39,2014-12-27 08:15:22,"F","Grand Theft in the 3rd Degree",0,7,"Medium","N",1
"Male",27,"25 - 45","Caucasian",0,0,0,0,-1,1,2013-10-05 12:18:21,2013-10-07 08:17:22,"M","Battery",0,2,"Low","V",2
"Female",49,"Greater than 45","African-American",0,0,0,2,-1,0,2014-08-11 07:13:25,2014-08-12 09:22:19,"F","arrest case no charge",0,2,"Low","O",1
"Male",23,"Less than 25","Hispanic",0,0,0,6,-1,1,2013-11-03 02:17:53,2013-11-08 04:57:59,"M","Viol Injunct Domestic Violence",1,7,"Medium","N",5
"Male",43,"25 - 45","Caucasian",0,0,0,12,-1,1,2013-10-22 07:27:02,2013-12-13 11:43:06,"F","False Ownership Info/Pawn Item",0,6,"Medium","N",52
"Male",20,"Less than 25","Caucasian",0,0,0,4,0,1,2014-11-26 01:09:40,2014-11-26 08:24:22,"F","Deliver Cannabis",0,7,"Medium","N",0
"Male",36,"25 - 45","Hispanic",0,0,0,5,-2,2,2013-09-17 08:35:34,2013-09-18 08:12:40,"F","Grand Theft in the 3rd Degree",0,2,"Low","N",1
"Male",27,"25 - 45","African-American",1,0,0,6,0,0,2013-01-04 01:40:15,2013-01-04 06:08:10,"F","Possession of Cocaine",1,8,"High","N",0
"Male",20,"Less than 25","African-American",0,0,1,1,-1,1,2014-06-16 06:35:11,2014-10-03 07:02:27,"F","Burglary Unoccupied Dwelling",1,10,"High","N",109
"Male",35,"25 - 45","Caucasian",0,0,0,4,-1,0,2013-08-06 08:24:10,2014-01-23 05:55:11,"F","arrest case no charge",0,2,"Low","O",170
"Male",36,"25 - 45","African-American",0,1,0,7,-1,1,2014-11-10 09:49:03,2014-11-12 03:01:20,"F","Crimin Mischief Damage $1000+",0,7,"Medium","N",2
"Female",41,"25 - 45","Caucasian",0,0,0,2,0,0,2014-07-18 02:23:17,2014-07-18 01:51:58,"F","Possession of Cocaine",0,1,"Low","N",0
"Male",23,"Less than 25","African-American",1,0,0,2,-1,1,2013-01-15 04:57:11,2013-02-02 11:24:05,"F","Deliver Cocaine",0,7,"Medium","N",18
"Male",31,"25 - 45","African-American",0,0,0,3,0,0,2013-08-22 02:44:15,2013-09-18 10:30:00,"F","Possession of Cocaine",0,8,"High","N",27
"Male",35,"25 - 45","African-American",0,0,0,7,-1,1,2013-02-11 11:50:16,2013-02-17 05:08:58,"F","Driving While License Revoked",0,4,"Low","N",6
"Male",53,"Greater than 45","Caucasian",0,0,0,1,-21,21,2014-02-19 10:59:41,2014-03-12 11:18:36,"F","Lewd or Lascivious Molestation",0,1,"Low","V",21
"Female",39,"25 - 45","African-American",0,0,0,1,-1,1,2013-03-06 10:19:56,2013-03-07 01:54:02,"F","arrest case no charge",0,2,"Low","O",1
"Male",33,"25 - 45","Caucasian",0,0,0,0,-1,1,2013-04-10 11:35:35,2013-04-11 07:36:36,"F","Possession of Hydromorphone",0,1,"Low","N",1
"Male",35,"25 - 45","Caucasian",0,0,0,1,-1,1,2014-12-16 04:49:35,2014-12-17 01:43:34,"M","Battery",0,2,"Low","V",1
"Male",22,"Less than 25","Caucasian",0,0,0,0,-2,2,2013-09-16 07:14:35,2013-09-17 07:20:32,"F","Aggravated Battery On 65/Older",0,3,"Low","V",1
"Male",39,"25 - 45","Caucasian",0,0,0,1,-15,15,2013-12-05 03:06:12,2013-12-20 01:58:00,"F","Money Launder 100K or More Dols",0,1,"Low","N",15
"Male",33,"25 - 45","African-American",0,0,0,2,-1,1,2013-08-24 06:47:25,2013-08-25 08:17:55,"M","Battery",0,1,"Low","V",1
"Male",39,"25 - 45","Hispanic",0,0,0,0,-1,1,2013-09-09 09:26:40,2013-09-10 07:41:44,"F","Poss3,4 Methylenedioxymethcath",0,1,"Low","N",1
"Male",29,"25 - 45","Caucasian",0,0,0,6,-3,4,2013-06-07 12:58:38,2013-06-08 07:37:28,"F","Possession of Hydromorphone",1,5,"Medium","N",1
"Male",30,"25 - 45","African-American",0,0,0,7,-1,1,2013-10-09 06:16:32,2013-10-10 05:30:06,"F","Driving While License Revoked",0,3,"Low","N",1
"Male",33,"25 - 45","Caucasian",0,0,0,2,-1,1,2013-11-20 11:48:13,2013-11-22 05:16:36,"M","DUI Property Damage/Injury",1,3,"Low","N",2
"Male",38,"25 - 45","Caucasian",0,0,0,4,-1,1,2013-02-03 11:59:25,2013-02-05 11:05:50,"M","Battery",1,2,"Low","V",2
"Male",49,"Greater than 45","Caucasian",0,0,0,0,0,1,2013-02-13 12:43:40,2013-02-13 07:55:01,"F","Possession of Cocaine",0,1,"Low","N",0
"Female",32,"25 - 45","Hispanic",0,0,1,8,-8,8,2013-12-10 07:35:56,2013-12-17 07:46:09,"M","Prostitution/Lewd Act Assignation",1,5,"Medium","N",7
"Female",61,"Greater than 45","Caucasian",0,0,0,0,-1,1,2013-12-03 03:18:00,2013-12-04 09:09:14,"F","Possession of Cocaine",0,1,"Low","N",1
"Male",35,"25 - 45","Other",0,0,0,0,-18,907,2014-12-12 02:41:05,2014-12-22 07:20:31,"M","arrest case no charge",0,3,"Low","O",10
"Male",32,"25 - 45","African-American",0,0,1,9,-1,1,2013-01-23 08:51:29,2013-02-15 09:20:28,"M","arrest case no charge",1,7,"Medium","O",23
"Male",36,"25 - 45","Caucasian",0,0,0,0,0,0,2014-11-04 04:56:30,2014-11-04 09:07:30,"M","Driving Under The Influence",0,1,"Low","N",0
"Female",49,"Greater than 45","Caucasian",0,0,0,0,-1,1,2014-04-16 04:17:23,2014-04-17 08:26:51,"M","Battery",0,1,"Low","V",1
"Male",40,"25 - 45","Asian",0,0,0,0,-1,1,2013-05-28 02:24:53,2013-05-29 01:42:17,"M","Battery",0,1,"Low","V",1
"Male",62,"Greater than 45","African-American",0,0,0,0,0,0,2014-01-23 03:30:01,2014-01-23 08:50:24,"M","DUI Level 0.15 Or Minor In Veh",0,1,"Low","N",0
"Male",29,"25 - 45","African-American",0,0,0,0,0,1,2014-11-23 02:19:24,2014-11-25 09:53:24,"F","Felony Battery (Dom Strang)",0,5,"Medium","V",2
"Male",29,"25 - 45","African-American",0,0,0,4,-1,1,2013-01-25 10:34:01,2013-02-13 09:36:41,"F","arrest case no charge",1,9,"High","O",19
"Male",44,"25 - 45","African-American",0,0,0,10,-1,1,2014-09-30 07:06:11,2015-12-17 06:25:38,"F","Felony Battery w/Prior Convict",0,10,"High","V",443
"Male",30,"25 - 45","Hispanic",0,0,0,1,0,1,2013-12-10 01:59:40,2013-12-10 01:29:40,"F","Driving While License Revoked",1,2,"Low","N",0
"Male",52,"Greater than 45","African-American",0,0,0,1,1,2,2013-06-04 11:14:23,2013-08-14 08:45:53,"M","Viol Injunct Domestic Violence",1,1,"Low","N",71
"Male",21,"Less than 25","African-American",0,1,0,1,-1,1,2013-01-30 07:13:30,2013-01-31 07:16:59,"F","Robbery / No Weapon",1,9,"High","N",1
"Female",28,"25 - 45","Caucasian",0,0,0,0,-1,1,2014-07-09 04:19:33,2014-07-10 08:55:42,"F","Agg Battery Cause Bodily",0,2,"Low","V",1
"Male",30,"25 - 45","Caucasian",0,0,0,0,-1,1,2014-04-08 04:52:17,2014-04-09 09:00:56,"M","Battery",0,1,"Low","V",1
"Female",43,"25 - 45","Caucasian",0,0,0,6,-1,1,2014-11-25 05:39:28,2014-11-26 08:56:45,"F","Felony Petit Theft",0,5,"Medium","N",1
"Male",26,"25 - 45","Caucasian",0,0,0,1,-1,382,2013-01-18 12:03:09,2013-01-28 08:41:00,"M","Petit Theft",0,4,"Low","N",10
"Male",30,"25 - 45","African-American",0,0,0,2,-1,1867,2013-01-29 08:26:44,2013-01-30 08:54:42,"M","Driving License Suspended",0,7,"Medium","N",1
"Male",26,"25 - 45","Hispanic",0,0,0,1,-1,1,2013-01-03 01:37:21,2014-01-09 06:24:46,"F","Felony Battery (Dom Strang)",0,5,"Medium","V",371
"Male",24,"Less than 25","African-American",0,0,0,3,-1,1,2014-07-11 01:43:47,2014-07-12 04:05:50,"M","arrest case no charge",0,3,"Low","O",1
"Male",42,"25 - 45","Caucasian",0,0,0,1,0,1,2013-05-15 01:12:21,2013-05-15 10:14:53,"M","Driving Under The Influence",0,1,"Low","N",0
"Male",55,"Greater than 45","Caucasian",0,0,0,2,-1,1,2013-01-21 08:21:38,2013-01-22 02:00:29,"M","Battery",1,1,"Low","V",1
"Male",29,"25 - 45","Other",0,0,0,0,-1,1,2013-11-11 02:32:59,2013-11-12 08:34:16,"F","Burglary Dwelling Occupied",0,2,"Low","V",1
"Male",39,"25 - 45","African-American",0,0,0,0,0,0,2014-04-08 02:02:40,2014-04-08 01:29:24,"M","Driving Under The Influence",0,1,"Low","N",0
"Male",41,"25 - 45","Caucasian",0,0,0,0,0,0,2013-05-03 02:50:28,2013-05-04 02:49:49,"M","Battery",0,1,"Low","V",1
"Male",29,"25 - 45","African-American",0,0,0,0,-1,1,2013-05-13 07:26:35,2013-05-16 03:43:24,"F","Poss of Cocaine W/I/D/S 1000FT Park",0,8,"High","N",3
"Male",31,"25 - 45","African-American",0,0,0,0,-1,1,2014-05-30 09:43:45,2014-05-31 09:38:59,"M","Battery",0,1,"Low","V",1
"Female",29,"25 - 45","Caucasian",0,0,0,3,-1,318,2014-11-27 09:12:52,2014-11-28 02:01:28,"M","Battery",0,7,"Medium","V",1
"Male",43,"25 - 45","African-American",0,0,0,4,-1,0,2014-12-16 07:58:26,2014-12-18 04:40:49,"F","Sound Articles Over 100",1,1,"Low","N",2
"Female",24,"Less than 25","African-American",0,0,0,0,-1,1,2013-03-10 08:01:47,2013-03-11 06:44:38,"M","Criminal Mischief>$200<$1000",1,7,"Medium","N",1
"Male",23,"Less than 25","Caucasian",0,0,0,0,0,0,2013-12-15 05:17:34,2013-12-18 06:00:00,"M","Viol Pretrial Release Dom Viol",1,8,"High","N",3
"Male",37,"25 - 45","African-American",0,0,0,12,0,1,2013-01-11 02:22:05,2013-01-11 08:05:10,"F","Pos Cannabis W/Intent Sel/Del",1,9,"High","N",0
"Male",76,"Greater than 45","African-American",0,0,0,0,-1,1,2014-08-16 06:37:08,2014-08-18 08:41:02,"F","False Imprisonment",0,1,"Low","N",2
"Male",32,"25 - 45","Caucasian",0,0,0,0,-2,2,2014-07-16 04:01:55,2014-07-18 10:02:26,"F","Felony Battery (Dom Strang)",0,3,"Low","V",2
"Male",46,"Greater than 45","Other",0,0,0,0,0,1,2013-09-06 01:01:48,2013-09-06 09:07:05,"F","Grand Theft in the 3rd Degree",0,1,"Low","N",0
"Male",43,"25 - 45","Caucasian",0,0,0,2,-26,26,2013-02-15 04:05:37,2013-02-16 05:59:32,"F","Poss Contr Subst W/o Prescript",0,1,"Low","N",1
"Female",45,"Greater than 45","Caucasian",0,0,0,0,-1,1,2014-06-23 06:29:33,2014-06-24 07:40:14,"F","Grand Theft in the 3rd Degree",0,1,"Low","N",1
"Male",39,"25 - 45","African-American",0,0,0,0,-3,3,2013-02-01 03:49:12,2013-02-02 01:43:29,"M","Resist/Obstruct W/O Violence",0,3,"Low","N",1
"Male",25,"25 - 45","Hispanic",0,0,0,0,0,1,2013-02-11 04:13:47,2013-02-11 06:53:25,"F","Pos Cannabis W/Intent Sel/Del",1,2,"Low","N",0
"Male",31,"25 - 45","African-American",0,0,0,3,-19,19,2014-05-22 07:53:02,2014-06-10 10:33:59,"F","Burglary Dwelling Armed",0,3,"Low","V",19
"Male",31,"25 - 45","African-American",0,0,0,0,-1,1,2013-11-22 09:00:54,2013-11-24 09:02:53,"F","Deliver Cocaine",0,6,"Medium","N",2
"Female",24,"Less than 25","African-American",0,0,0,0,-1,1,2013-12-13 03:13:07,2013-12-14 07:19:53,"F","Aggravated Assault W/Dead Weap",0,4,"Low","V",1
"Female",24,"Less than 25","Caucasian",0,0,0,2,-1,1,2013-02-06 04:14:19,2013-02-08 08:31:47,"F","arrest case no charge",0,7,"Medium","O",2
"Male",27,"25 - 45","Caucasian",0,0,0,7,-1,3,2014-10-26 11:43:59,2014-10-27 08:16:00,"F","Possession of Hydrocodone",1,8,"High","N",1
"Male",25,"25 - 45","African-American",0,0,0,2,-1,1,2013-01-02 11:31:06,2013-01-29 09:34:50,"F","Pos Cannabis W/Intent Sel/Del",0,5,"Medium","N",27
"Male",27,"25 - 45","Caucasian",0,0,0,1,0,0,2013-05-22 03:13:51,2013-05-22 08:40:47,"F","Fraudulent Use of Credit Card",1,3,"Low","N",0
"Male",23,"Less than 25","African-American",0,0,1,1,-1,1,2014-07-14 08:00:27,2014-07-15 01:55:26,"M","Battery",0,2,"Low","V",1
"Male",32,"25 - 45","Other",0,0,0,0,-1,1,2014-06-20 03:14:50,2014-06-24 11:31:19,"F","Poss Unlaw Issue Driver Licenc",0,1,"Low","N",4
"Male",42,"25 - 45","Caucasian",0,0,0,2,1,68,2013-07-25 10:05:00,2013-08-09 07:12:50,"F","arrest case no charge",0,5,"Medium","O",15
"Male",40,"25 - 45","African-American",0,0,0,0,0,1,2014-05-11 12:45:09,2014-06-26 02:19:33,"M","Battery",0,3,"Low","V",46
"Female",28,"25 - 45","Other",0,0,0,0,-1,1,2014-05-06 11:30:40,2014-05-07 09:38:32,"M","Battery",1,4,"Low","V",1
"Female",28,"25 - 45","African-American",0,0,0,9,-12,12,2013-07-25 10:07:15,2013-08-06 10:33:38,"M","arrest case no charge",1,9,"High","O",12
"Female",39,"25 - 45","Other",0,0,0,0,-1,2,2014-07-28 07:54:35,2014-07-29 09:05:29,"F","Felony Battery (Dom Strang)",0,3,"Low","V",1
"Male",26,"25 - 45","African-American",0,0,0,5,-1,1,2013-01-04 11:37:32,2013-01-06 05:48:10,"F","Attempted Aggravated Battery",0,5,"Medium","V",2
"Male",35,"25 - 45","Hispanic",0,0,0,2,-14,15,2013-07-09 12:32:41,2013-07-23 10:10:46,"F","Aggravated Assault w/Firearm",0,1,"Low","V",14
"Male",27,"25 - 45","African-American",0,0,0,3,-1,1,2013-04-26 04:48:56,2013-04-27 01:30:22,"F","Grand Theft in the 3rd Degree",0,4,"Low","N",1
"Male",35,"25 - 45","Caucasian",0,0,0,3,-1,0,2013-01-19 09:17:39,2013-01-29 05:22:25,"M","arrest case no charge",1,4,"Low","O",10
"Male",26,"25 - 45","African-American",0,1,1,12,-1,0,2013-10-30 03:37:33,2014-05-30 08:16:24,"F","arrest case no charge",0,6,"Medium","O",212
"Male",26,"25 - 45","African-American",0,0,0,1,-1,1,2014-05-31 10:09:36,2014-06-05 06:22:40,"M","Possess Cannabis/20 Grams Or Less",0,2,"Low","N",5
"Male",28,"25 - 45","Caucasian",0,0,0,0,0,0,2014-03-14 03:35:23,2014-03-27 08:45:42,"M","Battery",0,3,"Low","V",13
"Male",34,"25 - 45","African-American",0,0,0,0,-1,1,2014-04-28 09:41:54,2014-04-29 10:10:11,"F","Driving While License Revoked",0,4,"Low","N",1
"Male",25,"25 - 45","African-American",0,0,0,9,-1,1,2014-12-15 02:37:27,2014-12-16 11:09:28,"F","Burglary Conveyance Unoccup",0,9,"High","N",1
"Male",31,"25 - 45","Caucasian",0,1,1,4,0,0,2013-11-28 02:42:55,2013-11-30 02:26:32,"F","arrest case no charge",1,8,"High","O",2
"Male",36,"25 - 45","Hispanic",0,0,0,1,0,0,2014-02-10 03:17:30,2014-02-10 08:03:23,"M","Battery",0,2,"Low","V",0
"Male",22,"Less than 25","African-American",0,0,0,2,-1,1,2013-01-15 11:30:25,2015-06-02 09:06:57,"F","arrest case no charge",0,6,"Medium","O",868
"Male",55,"Greater than 45","Hispanic",0,0,0,0,-7,7,2014-03-19 11:32:30,2014-03-25 06:06:45,"M","Viol Injunct Domestic Violence",0,1,"Low","N",6
"Male",35,"25 - 45","Caucasian",0,0,0,3,-1,1,2014-12-11 04:17:47,2014-12-12 08:48:06,"F","Possession of Cocaine",1,5,"Medium","N",1
"Male",25,"25 - 45","African-American",0,0,0,7,-1,1,2013-09-25 01:18:58,2013-10-13 04:17:21,"F","arrest case no charge",0,6,"Medium","O",18
"Male",32,"25 - 45","African-American",0,0,0,4,0,1,2014-10-21 12:04:06,2014-12-05 11:33:35,"F","Felony Battery w/Prior Convict",1,4,"Low","V",45
"Female",69,"Greater than 45","Caucasian",0,0,0,5,-3,3,2013-10-14 10:12:12,2013-10-15 10:25:43,"F","",0,3,"Low","O",1
"Male",54,"Greater than 45","Caucasian",0,0,0,4,-1,1,2013-02-10 05:05:00,2013-02-13 09:32:59,"M","Criminal Mischief>$200<$1000",0,2,"Low","N",3
"Male",34,"25 - 45","African-American",0,0,0,1,0,1,2013-02-24 12:31:37,2013-02-24 09:00:27,"F","Possession of Cocaine",0,7,"Medium","N",0
"Male",27,"25 - 45","Caucasian",0,0,0,0,0,0,2014-10-16 05:43:29,2014-10-16 12:40:42,"M","Possession Of Methamphetamine",1,2,"Low","N",0
"Male",22,"Less than 25","Caucasian",0,0,0,1,-27,27,2014-08-28 06:34:44,2014-08-29 08:14:20,"F","Possession Of Heroin",0,3,"Low","N",1
"Male",28,"25 - 45","African-American",0,0,0,1,0,0,2013-09-06 04:34:32,2013-09-06 09:27:16,"F","Poss3,4 Methylenedioxymethcath",1,2,"Low","N",0
"Male",34,"25 - 45","African-American",0,0,0,5,-13,13,2013-03-14 10:36:21,2013-03-16 12:30:05,"M","Battery",0,6,"Medium","V",2
"Male",32,"25 - 45","African-American",0,0,0,5,-1,1,2013-01-17 09:42:38,2013-01-18 10:00:00,"M","arrest case no charge",0,4,"Low","O",1
"Male",26,"25 - 45","Caucasian",0,0,0,1,-1,1,2013-09-29 03:52:04,2013-09-30 03:51:12,"M","Operating W/O Valid License",0,4,"Low","N",1
"Male",25,"25 - 45","African-American",0,0,0,5,-1,1,2013-02-13 09:14:45,2013-02-14 08:42:31,"F","Pos Cannabis W/Intent Sel/Del",1,8,"High","N",1
"Female",23,"Less than 25","African-American",0,0,0,0,0,0,2014-01-23 01:39:34,2014-01-23 08:11:47,"F","Possession of Hydrocodone",0,7,"Medium","N",0
"Male",42,"25 - 45","African-American",0,0,0,10,0,1,2013-10-11 03:26:22,2013-12-17 06:23:57,"F","Possession of Cocaine",0,9,"High","N",67
"Male",23,"Less than 25","African-American",0,0,0,2,-16,1,2014-10-03 05:49:12,2014-10-04 07:31:32,"F","Resist Officer w/Violence",0,6,"Medium","V",1
"Male",52,"Greater than 45","Asian",0,0,0,0,-1,1,2013-11-13 12:48:26,2013-11-14 08:11:15,"F","Grand Theft in the 3rd Degree",0,1,"Low","N",1
"Female",27,"25 - 45","African-American",1,0,0,1,0,0,2013-05-08 10:06:06,2013-06-04 06:24:40,"F","arrest case no charge",0,5,"Medium","O",27
"Female",54,"Greater than 45","African-American",0,0,0,0,-1,1,2013-12-15 02:13:35,2013-12-16 07:55:36,"F","Aggravated Assault W/Dead Weap",0,1,"Low","V",1
"Male",28,"25 - 45","African-American",0,1,0,11,-1,1,2014-05-14 11:19:30,2014-05-16 03:45:44,"F","Burglary Conveyance Unoccup",1,9,"High","N",2
"Male",33,"25 - 45","Hispanic",0,0,0,0,0,0,2014-11-17 04:50:16,2014-11-17 08:30:15,"M","DUI Level 0.15 Or Minor In Veh",0,1,"Low","N",0
"Male",26,"25 - 45","Caucasian",0,0,0,2,0,1,2013-01-10 12:22:27,2013-01-12 02:52:10,"F","Carrying Concealed Firearm",0,4,"Low","N",2
"Male",55,"Greater than 45","Caucasian",0,0,0,1,-17,17,2013-04-28 07:24:17,2013-05-02 08:55:43,"M","Battery",0,2,"Low","V",4
"Female",32,"25 - 45","Caucasian",0,0,0,0,-1,1,2014-08-16 12:02:06,2014-08-17 01:31:44,"M","Battery",0,1,"Low","V",1
"Male",56,"Greater than 45","African-American",0,0,0,14,-1,1,2013-02-25 05:57:40,2014-12-18 07:08:33,"F","Grand Theft in the 3rd Degree",0,7,"Medium","N",661
"Male",19,"Less than 25","African-American",0,0,0,1,-1,1,2014-11-01 11:47:12,2014-11-05 10:52:42,"F","Dealing in Stolen Property",1,4,"Low","N",4
"Male",39,"25 - 45","Other",0,0,0,1,-1,1,2014-05-25 09:27:01,2014-05-27 03:37:49,"M","Battery",0,1,"Low","V",2
"Female",68,"Greater than 45","African-American",0,0,0,5,-4,4,2013-10-17 11:55:00,2013-10-18 07:57:32,"F","Possession of Cocaine",0,2,"Low","N",1
"Male",46,"Greater than 45","African-American",0,0,0,6,-1,1,2014-11-09 07:25:27,2014-11-21 04:04:17,"F","Tampering With Physical Evidence",1,8,"High","N",12
"Female",36,"25 - 45","African-American",0,0,0,1,-1,1,2013-03-03 09:45:21,2013-03-04 01:14:15,"M","Battery",0,1,"Low","V",1
"Male",29,"25 - 45","African-American",0,1,1,3,-1,225,2013-09-10 09:01:35,2013-09-14 04:31:18,"M","arrest case no charge",0,9,"High","O",4
"Female",22,"Less than 25","Caucasian",0,0,0,0,-2,2,2013-02-05 09:33:50,2013-02-06 10:01:51,"F","Del Cannabis For Consideration",1,7,"Medium","N",1
"Female",41,"25 - 45","African-American",0,0,0,7,0,0,2013-04-23 01:10:40,2013-04-24 04:01:56,"F","Possession of Cannabis",1,4,"Low","N",1
"Female",51,"Greater than 45","African-American",0,0,0,3,-1,1,2013-12-04 09:45:14,2013-12-05 08:30:14,"M","Tampering With Physical Evidence",0,2,"Low","N",1
"Male",50,"Greater than 45","Hispanic",0,0,0,2,0,0,2014-02-24 05:18:29,2014-02-25 04:40:49,"M","DUI Property Damage/Injury",0,1,"Low","N",1
"Male",24,"Less than 25","Caucasian",0,0,0,1,0,0,2013-09-27 04:19:07,2013-09-27 08:59:08,"F","Possession Of Amphetamine",0,4,"Low","N",0
"Male",51,"Greater than 45","Hispanic",0,0,0,0,-1,1,2014-07-18 10:26:14,2014-07-19 08:49:43,"F","Felony Battery (Dom Strang)",0,2,"Low","V",1
"Female",26,"25 - 45","African-American",0,0,0,3,-27,27,2013-04-20 02:01:12,2013-05-17 10:53:39,"F","Burglary With Assault/battery",0,5,"Medium","V",27
"Male",39,"25 - 45","African-American",0,0,0,2,-1,78,2013-01-27 03:53:11,2013-03-15 09:27:18,"M","Driving License Suspended",0,1,"Low","N",47
"Female",28,"25 - 45","Caucasian",0,0,0,0,-1,1,2013-08-23 04:46:57,2013-08-24 02:25:28,"F","Possession of Cocaine",1,4,"Low","N",1
"Female",19,"Less than 25","African-American",0,0,0,0,-1,1,2014-05-28 07:48:53,2014-05-30 05:54:41,"M","Petit Theft",0,6,"Medium","N",2
"Male",25,"25 - 45","Caucasian",0,0,0,1,0,0,2013-02-08 03:23:59,2013-04-08 04:29:04,"F","Possession of Cocaine",0,9,"High","N",59
"Male",65,"Greater than 45","Hispanic",0,0,0,0,-1,1,2014-11-02 11:36:11,2014-11-03 08:32:05,"M","DUI Level 0.15 Or Minor In Veh",0,1,"Low","N",1
